ARTIST,SONG
Randy Travis,I Won't Need You Anymore
Randy Travis,I'd Surrender All
Randy Travis,Is It Still Over
Randy Travis,It's Just A Matter Of Time
Randy Travis,Point Of Light
Randy Travis,Price To Pay
Randy Travis,There's No Place Like Home
Randy Travis,This Is Me
Randy Travis,Three Wooden Crosses
Randy Travis,Too Gone Too Long
Randy Travis,Whisper My Name
"Ranieri, Massimo",Si Ardiera La Ciudad
"Rankin Family, The",Fare Thee Well Love
"Rankin Family, The",Feel The Same Way Too
"Rankin, Kenny",Lady Wants To Know
"Rankin, Kenny",What Matters Most
Rankins,Movin' On
"Rankins, The",Movin' On
"Ranks, Shabba",Family Affair
"Ranks, Shabba",Mr. Loverman
"Ríos, Miguel",Himno A La Alegría
"Ríos, Miguel",Santa Lucía
Raoul Duguay,La Bitt À Tibi
Raoul Duguay,La Bitt À Tibi.1
Raped And Freezing,"Cooper, Alice"
Raphael,Acuarela Del Rio
Raphael,Ave Maria
Raphael,Cierro Mis Ojos
Raphael,Cuando Tu No Estas
Raphael,Decir Adios
Raphael,Desde Aquel Dia
Raphael,Desde El Fondo De Mi Alma
Raphael,Digan Lo Que Digan
Raphael,En Carne Viva
Raphael,Escandalo
Raphael,Estar Enamorado
Raphael,Estuve Enamorado
Raphael,Maravilloso Corazon
Raphael,Mi Gran Noche
Raphael,Para No Pensar En Ti
Raphael,Payaso
Raphael,Provocacion
Raphael,Que Sabe Nadie
Raphael,Siempre Estas Diciendo Que Te Vas
Raphael,Toco Madera
Raphael,Yo Soy Aquel
Raphael Saadiq & Stevie Wonder & CJ Hilton,Never Give You Up
Rapid Hope Loss,Dashboard Confessional
Rappers Against Racism,I Want To Know What Love Is
Rappin' Duke,Duh-Huh
Rapture,Blondie
Rapture,Lio
Rare Earth,Get Ready
Rare Earth,I Just Want To Celebrate
Rascal Flats,Mayberry
RASCAL FLATTS,FAST CARS & FREEDOM
RASCAL FLATTS,LOVE YOU OUT LOUD
Rascal Flatts,"Glory Of Life, The"
Rascal Flatts,Banjo
Rascal Flatts,Banjo (Vocals)
Rascal Flatts,Better Now
Rascal Flatts,Bless The Broken Road
Rascal Flatts,Bless The Broken Road (Vocal)
Rascal Flatts,Changed
Rascal Flatts,Close
Rascal Flatts,Close (Vocal)
Rascal Flatts,Come Wake Me Up
Rascal Flatts,Every Day
Rascal Flatts,Everyday Love
Rascal Flatts,Fast Cars & Freedom
Rascal Flatts,Fast Cars & Freedom (Vocal)
Rascal Flatts,Fast Cars And Freedom
Rascal Flatts,Feels Like Today
Rascal Flatts,Feels Like Today (Vocal)
Rascal Flatts,God Rest Ye Merry Gentlemen
Rascal Flatts,Help Me Remember
Rascal Flatts,Help Me Remember (Vocal)
Rascal Flatts,Here
Rascal Flatts,Here (Vocal)
Rascal Flatts,Here Comes Goodbye
Rascal Flatts,Here Comes Goodbye (Vocal)
Rascal Flatts,Here Comes Goodbye W-Vocal
Rascal Flatts,Here's To You
Rascal Flatts,I Melt
Rascal Flatts,I Melt (Vocal)
Rascal Flatts,I'm Movin' On
Rascal Flatts,I'm Movin' On (Vocal)
Rascal Flatts,I'm Moving On
Rascal Flatts,I'm Moving On (Vocal)
Rascal Flatts,Im Movin On
Rascal Flatts,It's Not Supposed To Go Like That
Rascal Flatts,It's Not Supposed To Go Like That (Vocal)
Rascal Flatts,Life Is A Highway
Rascal Flatts,Life Is A Highway (Vocal)
Rascal Flatts,Long Slow Beautiful Dance
Rascal Flatts,Love You Out Loud 
Rascal Flatts,Love You Out Loud
Rascal Flatts,Love You Out Loud (Vocal)
Rascal Flatts,Mayberry
Rascal Flatts,Mayberry (Vocal)
Rascal Flatts,Me & My Gang
Rascal Flatts,Me & My Gang (Vocal)
Rascal Flatts,Me And My Gang
Rascal Flatts,Me And My Gang (Vocal)
Rascal Flatts,My Wish
Rascal Flatts,My Worst Fear
Rascal Flatts,One Good Love
Rascal Flatts,Prayin’ For Daylight
Rascal Flatts,Prayin' For Daylight
Rascal Flatts,Prayin' For Daylight (Vocal)
Rascal Flatts,Praying For Daylight
Rascal Flatts,Praying For Daylight (Vocal)
Rascal Flatts,Revolution
Rascal Flatts,Secret Smile
Rascal Flatts,Secret Smile Wvocal
Rascal Flatts,She Goes All The Way
Rascal Flatts,She's Leaving
Rascal Flatts,Shine On
Rascal Flatts,Skin
Rascal Flatts,Skin (Sarabeth)
Rascal Flatts,Skin (Vocal)
Rascal Flatts,Stand
Rascal Flatts,Stand (Vocal)
Rascal Flatts,Still Feels Good
Rascal Flatts,Summer Nights
Rascal Flatts,THM-C0711-11
Rascal Flatts,Take Me There
Rascal Flatts,Take Me There (Vocal)
Rascal Flatts,These Days
Rascal Flatts,These Days (Vocal)
Rascal Flatts,This Everday Love
Rascal Flatts,This Everyday Love
Rascal Flatts,This Everyday Love (Vocal)
Rascal Flatts,Unstoppable
Rascal Flatts,Walk The Llama Llama
Rascal Flatts,What Hurts The Most
Rascal Flatts,What Hurts The Most (Vocal)
Rascal Flatts,What Hurts The Most Today
Rascal Flatts,While You Loved Me
Rascal Flatts,While You Loved Me (Vocal)
Rascal Flatts,Why
Rascal Flatts,Why (Vocal)
Rascal Flatts,Why Wait
Rascal Flatts,Winner At A Losing Game
Rascal Flatts,Winner At A Losing Game (Vocal)
Rascal Flatts & Jamie Foxx,She Goes All The Way
Rascal Flatts & Jamie Foxx Wvocal,She Goes All The Way
Rascal Flatts Vocal,It's Not Supposed To Go Like That
Rascal Flatts Wvocal,Every Day
Rascal Flatts Wvocal,Help Me Remember
Rascal Flatts Wvocal,Here
Rascal Flatts Wvocal,Here Comes Goodbye
Rascal Flatts Wvocal,Life Is A Highway
Rascal Flatts Wvocal,Prayin' For Daylight
Rascal Flatts Wvocal,She Goes All The Way
Rascal Flatts Wvocal,Still Feels Good
Rascal Flatts Wvocal,Take Me There
Rascal Flatts Wvocal,Winner At A Losing Game
Rascal Flatts Wvocals,My Wish
"Rascal Flatts, The",Backwards
"Rascal Flatts, The",Bless The Broken Road
"Rascal Flatts, The",Fast Cars And Freedom
"Rascal Flatts, The",Life Is A Highway
"Rascal Flatts, The",Me And My Gang
"Rascal Flatts, The",Skin
"Rascal Flatts, The",Skin (Sarabeth)
"Rascal Flatts, The Wvocal",Me And My Gang
"Rascal, Dizzee",Bonkers
"Rascal, Dizzee",Dirtee Disco
"Rascal, Dizzee",Holiday
"Rascal, Dizzee",Shout For England
Rascall Flatts,Bless The Broken Road
Rascall Flatts,I'm Moving On
Rascall Flatts,While You Loved Me
Rascals,Good Lovin'
Rascals,Groovin'
Rascals,How Can I Be Sure
Rascals,People Got To Be Free
"Rascals, The","Beautiful Morning, A"
"Rascals, The","Girl Like You, A"
"Rascals, The",Come On Up
"Rascals, The",Girl Like You
"Rascals, The",Good Lovin
"Rascals, The",Good Lovin'
"Rascals, The",Groovin
"Rascals, The",Groovin'
"Rascals, The",How Can I Be Sure
"Rascals, The",I Ain't Gonna Eat Out My Heart Anymore
"Rascals, The",I've Been Lonely Too Long
"Rascals, The",Lonely Too Long
"Rascals, The",Mustang Sally
"Rascals, The",People Got To Be Free
"Rascals, The",You Better Run
Rasmus,Guilty
Rasmus,In The Shadow
Rasmus,In The Shadows
Rasmus,Shot
"Rasmus, The",Guilty
"Rasmus, The",In The Shadows
"Raspberies, The",Overnight Sensation
Raspberries,Go All The Way
"Raspberries, The",Go All The Way
"Raspberries, The",I Wanna Be With You
Ratt,Back For More
Ratt,Lack Of Communication
Ratt,Lay It Down
Ratt,Round & Round
Ratt,Round And Round
Ratt,Way Cool Jr.
Raven,Shine
Raven,Supernatural
Raven,Ultimate
Raven,We Are Family
Raven Wvocal,We Are Family
"Raven, Eddy",Bayou Boys
"Raven, Eddy",Cowboys Don’t Cry
"Raven, Eddy",Cowboys Don't Cry
"Raven, Eddy",I Got Mexico
"Raven, Eddy",I'm Gonna Get You
"Raven, Eddy",In A Letter To You
"Raven, Eddy",Joe Knows How To Live
"Raven, Eddy",Shine Shine Shine
"Raven, Eddy",Sooner Or Later
"Rawls, Lou","Natural Man, A"
"Rawls, Lou",A Natural Man
"Rawls, Lou",At Last
"Rawls, Lou",Lady Love
"Rawls, Lou",Love Is A Hurtin' Thing
"Rawls, Lou",Love Is A Hurting Thing
"Rawls, Lou",Natural Man
"Rawls, Lou",See You When I Get There
"Rawls, Lou",This Song Will Last Forever
"Rawls, Lou",Tobacco Road
"Rawls, Lou",Unchained Melody
"Rawls, Lou",You Are
"Rawls, Lou",You Made Me So Very Happy
"Rawls, Lou",You'll Never Find
"Rawls, Lou",You'll Never Find (Another Love Like Mine)
"Rawls, Lou",You'll Never Find Another Love Lik
"Rawls, Lou",You'll Never Find Another Love Like
"Rawls, Lou",You'll Never Find Another Love Like Mine
"Rawls, Lou",You'll Never Find Another Love Like Mine (Vocal)
"Rawls, Lou",You'll Never Fing Another Love Like Mine
"Rawls, Lou",Your Good Thing (Is About To End)
"Rawls, Lou",Your Good Thing Is About To End
"Rawls, Lou & Diane Reeves",Fine Brown Frame
"Rawls, Lou & Sam Cook",Bring It On Home To Me
"Rawls, Lou & Sam Cooke",Bring It On Home To Me
RAY CHARLES,UNCHAIN MY HEART
RAY CHARLES,WHATD I SAY
Ray Charles,Born To Loose
Ray Charles,Busted
Ray Charles,Chiddy Bang
Ray Charles,Deep In The Heart Of Texas
Ray Charles,Georgia On My Mind
Ray Charles,Hit The Road Jack
Ray Charles,I Can't Stop Loving You
Ray Charles,I'm A Fool To Care
Ray Charles,I've Got A Woman
Ray Charles,What'd I Say (Part1)
Ray Charles (Vocal),Georgia On My Mind
Ray Charles And Norah Jones,Here We Go Again
Ray J,Last Wish
Ray J,One Wish
Ray J,What I Need
Ray J,What I Need (Vocal)
Ray J & Yung Berg,Sexy Can I
Ray J & Yung Berg Wvocal,Sexy Can I
Ray J And Yung Berg,Sexy Can I
Ray J W-Vocal,What I Need
Ray J.,One Wish
Ray Lamontagne,Forever My Friend
Ray Lamontagne,Trouble
Ray Montagne,Trouble
Ray Parker Jr,Ghostbusters
RAY PRICE,I WONT MENTION IT AGAIN
Ray Price,"Same Old Me, The"
Ray Price,For The Good Times
Ray Price,My Shoes Keep Walking Back To You
RAY STEVENS,TURN YOUR RADIO ON
Ray Stevens,Ahab The Arab
Ray Stevens,Guitarzan
Ray Stevens,I'm My Own Grandpa
"Ray, Billy",Achy Breaky Heart
"Ray, Goodman & Brown",Special Lady
"Ray, Jimmy",Are You Jimmy Ray
"Ray, Johnnie","Little White Cloud That Cried, The"
"Ray, Johnnie",Cry
"Ray, Johnnie",Hey There
"Ray, Johnnie",Just Walkin' In The Rain
"Ray, Johnnie",Just Walking In The Rain
"Ray, Johnnie",Little White Cloud That Cried
"Ray, Johnnie",Please Mr. Sun
"Ray, Johnnie",Such A Night
"Ray, Johnnie",Walking My Baby Back Home
"Ray, Johnnie",Yes Tonight Josephine
"Ray, Richie & Bobby Cruz",Jala Jala
"Ray, Richie & Bobby Cruz",Sonido Bestial
"Ray, Sugar",Answer The Phone
"Ray, Sugar",Every Morning
"Ray, Sugar",Falls Apart (Run Away)
"Ray, Sugar",Fly
"Ray, Sugar",Is She Really Going Out With Him
"Ray, Sugar",Rpm
"Ray, Sugar",Someday
"Ray, Sugar",When It's Over
Raybon Brothers,Butterfly Kisses
Raybon Brothers & Newton John,Falling
Raybon Brothers & Newton-John,Falling
"Raybon Brothers, The","Way She's Looking, The"
"Raybon Brothers, The",Butterfly Kisses
"Raybon Brothers, The & Newton-John",Falling
"Raybon, Marty",Cracker Jack Diamond
"Raybon, Marty",Searching For The Missing Peace
Raye & Ashton,"Gift, The"
Raye & Parton,Whenever Forever Comes
"Raye, Colin",Ain't Nobody Gonna Take That From Me
"Raye, Collin","Eleventh Commandment, The"
"Raye, Collin","Gift, The"
"Raye, Collin","Love, Me (Vocal)"
"Raye, Collin","Love, Me"
"Raye, Collin","One Boy, One Girl"
"Raye, Collin","Soldier's Prayer, A"
"Raye, Collin",Ain’t Nobody Gonna Take That From Me
"Raye, Collin",Ain't Nobody Gonna Take That From
"Raye, Collin",Ain't Nobody Gonna Take That From Me
"Raye, Collin",All I Can Be Is A Sweet Memory
"Raye, Collin",Anyone Else
"Raye, Collin",Couldn't Last A Moment
"Raye, Collin",Couldn't Last A Moment (Vocal)
"Raye, Collin",Every Second
"Raye, Collin",I Can Still Feel You
"Raye, Collin",I Can Still Feel You (Vocal)
"Raye, Collin",I Know That's Right
"Raye, Collin",I Think About You
"Raye, Collin",I Volunteer
"Raye, Collin",I Want You Bad (And That Ain't Good)
"Raye, Collin",If I Were You
"Raye, Collin",In This Life
"Raye, Collin",It Could've Been So Good
"Raye, Collin",Let It Be Me
"Raye, Collin",Little Red Rodeo
"Raye, Collin",Little Rock
"Raye, Collin",Love Me
"Raye, Collin",Love Remains
"Raye, Collin",Man Of My Word
"Raye, Collin",My Kind Of Girl
"Raye, Collin",Not That Different
"Raye, Collin",On The Verge
"Raye, Collin",One Boy One Girl
"Raye, Collin",Open Arms
"Raye, Collin",She’s All That
"Raye, Collin",She's All That
"Raye, Collin",She's All That (Vocal)
"Raye, Collin",Somebody Else's Moon
"Raye, Collin",Someone You Used To Know
"Raye, Collin",Someone You Used To Know (Vocal)
"Raye, Collin",Start Over Georgia
"Raye, Collin",Starting Over Georgia
"Raye, Collin",That Was A River
"Raye, Collin",That's My Story
"Raye, Collin",That's My Story1
"Raye, Collin",That's My Story2
"Raye, Collin",What I Need
"Raye, Collin",What If Jesus Comes Back Like That
"Raye, Collin",What The Heart Wants
"Raye, Collin",You Still Take Me There
"Raye, Collin",You Still Take Me There (Vocal)
"Raye, Collin & Bobbie Eakes",Loving This Way
"Raye, Collin & Bobbie Eakes",Tired Of Loving T
"Raye, Collin & Bobbie Eakes",Tired Of Loving This Way
"Raye, Collin & Dolly Parton",Whenever Forever Comes
"Raye, Collin & Jim Brickman","Gift, The"
"Raye, Collin & Susan Ashton","Gift, The"
Rayito Colombiano,El Òltimo Beso
Rays,Silhouettes
"Rays, The",Silhouettes
Razorlight,America
Razorlight,Before I Fall To Pieces
Razorlight,Can't Stop This Feeling I've Got
Razorlight,Golden Touch
Razorlight,Hold On
Razorlight,I Can't Stop This Feeling I've Got
Razorlight,In The Morning
Razorlight,Rip It Up
Razorlight,Somewere Else
Razorlight,Somewhere Else
Razorlight,Wire To Wire
Razorlight Wvocals,America
Rbd,Ensename
Rbd,Fuego
Rbd,No Pares
Rbd,Tu Amor
Rbd (Vocals),Tu Amor
Rea Chris,Road To Hell
"Rea, Chris",Driving Home For Christmas
"Rea, Chris",Fool
"Rea, Chris",Fool (If You Think It's Over)
"Rea, Chris",Fool If You Think It’s Over
"Rea, Chris",Julia
"Rea, Chris",Let's Dance
"Rea, Chris",Looking For The Summer
"Rea, Chris",On The Beach
"Rea, Chris",Road To Hell
"Rea, Chris",Stainsby Girls
Reach,S Club 7
Reach Out And Ill Be There,Four Tops
Reach Out I'll Be There,"Four Tops, The"
"Read, Chris",Road To Hell
"Read, Rou",Perfect Day
Ready For The World,Love You Down
Ready For The World,Oh Sheila
Ready For The World,Oh Shelia
Ready To Fly,"Pearson, Amy"
Ready To Run,Dixie Chicks
"Reagan, Reg",Am I Ever Gonna See The Bif Again
Real 2 Real,I Like To Move It
Real Deal,"Gattis, Keith"
Real Life,Send Me An Angel
Real Love,"Lightman, Toby"
Real McCoy,Run Away
"Real McCoy, The",Another Night
"Real McCoy, The",One More Time
"Real McCoys, The",Come & Get Your Love
"Real McCoys, The",Come And Get Your Love
"Real McCoys, The",Run Away
"Real Slim Shady, The",Eminem
Real Thing,Can't Get By Without You
Real Thing,You To Me Are Everything
"Real Thing, The",Can't Get By Without You
"Real Thing, The",You To Me Are Everything
Real World,D Side
Realize,"Caillat, Colbie"
"Ream, D.",Things Can Only Get Better
"Ream, D.",You're The Best Thing
Reba,Somebody
Reba,Sweet Music Man
Reba & Vince Gill,"Heart Won't Lie, The"
Reba And Kelly Clarkson McEntire,Because Of You
Reba McEnitre,She Thinks His Name Was John
REBA MCENTIRE,DOES HE LOVE YOU
REBA MCENTIRE,IM A SURVIVOR
REBA MCENTIRE,IS THERE LIFE OUT THERE
REBA MCENTIRE,OKLAHOMA SWING
Reba McEntire,Back Before The War
Reba McEntire,Cathy's Clown
Reba McEntire,He Gets That From Me
Reba McEntire,I Won't Stand In Line
Reba McEntire,I'll Be
Reba McEntire,Im A Survivor
Reba McEntire,Love Needs A Holiday
Reba McEntire,My Sister
Reba McEntire,Only In My Mind
Reba McEntire,Read My Mind
Reba McEntire,Roses
Reba McEntire,Somebody
Reba McEntire,Sweet Music Man
Reba McEntire,Turn On The Radio
Reba McEntire,Until Love Comes Again
Reba McEntire,Walk On
Reba McEntire,We're All Alone
Reba McEntire,We're So Good Together
Reba McEntire,Where You End And I Begin
Reba McEntire,You Lie
Reba McEntire,You're Gonna Be Always Loved By Me
Reba McEntire,Youre Gonna Be (Always Loved By Me)
Reba McEntire & Faith Hill,Sleeping With The Telephone
Reba McEntire & Kenny Chesney,Every Other Weekend
Reba McEntire And Kelly Clarkson,Because Of You
Reba McEntire And Kenny Chesney,Every Other Weekend
Rebecca Ferguson,Freedom
Rebecca Ferguson,Glitter And Gold
Rebecca Ferguson,Nothing's Real But Love
Rebecca Ferguson,Too Good To Lose
Rebecca Lynn Howard,Forgive
Rebecca Lynn Howard,I Need A Vacation
Rebekah,Sin So Well
Rebekah,Sin So Well (Vocal)
Rebel MC,Street Tuff
Rebel Meets Rebel,Get Outta My Life
Rebel Yell,"Idol, Billy"
Rebeldes Del Rock,La Hiedra Venenosa
Rebeldes Del Rock,Melodia De Amor
Rebeldes Del Rock,Siluetas
Rebound,Bobby Dean
Rectifier,Ra
Red Cafe & Diddy & Fabolous,Money Money Money
Red Chili Peppers Hot,Otherside
Red Chili Peppers Hot,Scar Tissue
Red Chili Peppers Hot,Soul To Squeeze
Red Chili Peppers Hot,Under The Bridge
Red Chilli Peppers Hot,"Zephyr Song, The"
Red Hot Chili Peppers,"Other Side, The"
Red Hot Chili Peppers,"Zephyr Song, The"
Red Hot Chili Peppers,Aeroplane
Red Hot Chili Peppers,Aeroplane (Vocal)
Red Hot Chili Peppers,Around The World
Red Hot Chili Peppers,Blood Sugar Sex Magik
Red Hot Chili Peppers,Breaking The Girl
Red Hot Chili Peppers,By The Way 
Red Hot Chili Peppers,By The Way
Red Hot Chili Peppers,By The Way (Vocal)
Red Hot Chili Peppers,Californication
Red Hot Chili Peppers,Californication (Vocal)
Red Hot Chili Peppers,Californification
Red Hot Chili Peppers,Can’t Stop
Red Hot Chili Peppers,Can't Stop
Red Hot Chili Peppers,Cant Stop
Red Hot Chili Peppers,Dani California
Red Hot Chili Peppers,Dosed
Red Hot Chili Peppers,Fortune Faded
Red Hot Chili Peppers,Fortunes Faded
Red Hot Chili Peppers,Give It Away
Red Hot Chili Peppers,Give It Away (Vocal)
Red Hot Chili Peppers,Higher Ground
Red Hot Chili Peppers,Hump De Bump
Red Hot Chili Peppers,If You Have To Ask
Red Hot Chili Peppers,Knock Me Down
Red Hot Chili Peppers,Love Rollercoaster
Red Hot Chili Peppers,My Friends
Red Hot Chili Peppers,My Friends (Vocal)
Red Hot Chili Peppers,Otherside
Red Hot Chili Peppers,Otherside (Vocal)
Red Hot Chili Peppers,Road Trippin'
Red Hot Chili Peppers,Scar Tissue
Red Hot Chili Peppers,Scar Tissue (Vocal)
Red Hot Chili Peppers,Sir Psycho Sexy
Red Hot Chili Peppers,Snow (Hey Oh)
Red Hot Chili Peppers,Soul To Squeeze
Red Hot Chili Peppers,Soul To Squeeze (Vocal)
Red Hot Chili Peppers,Suck My Kiss
Red Hot Chili Peppers,Tell Me Baby
Red Hot Chili Peppers,Under The Bridge
Red Hot Chili Peppers,Under The Bridge (Vocal)
Red Hot Chili Peppers,Universally Speaking
Red Hot Chili Peppers,Zephyr Song
Red Hot Chili Peppers Wvocal,Hump De Bump
Red Hot Chili Peppers Wvocal,My Friends
Red Hot Chili Peppers Wvocal,Snow (Hey Oh)
Red Hot Chili Peppers Wvocal,Tell Me Baby
"Red Hot Chili Peppers, The",Around The World
"Red Hot Chili Peppers, The",By The Way
"Red Hot Chili Peppers, The",Californication
"Red Hot Chili Peppers, The",Give It Away
"Red Hot Chili Peppers, The",Love Rollercoaster
"Red Hot Chili Peppers, The",Otherside
"Red Hot Chili Peppers, The",Scar Tissue
"Red Hot Chili Peppers, The",Sir Psycho Sexy
"Red Hot Chili Peppers, The",Snow (Hey Oh)
"Red Hot Chili Peppers, The",Soul To Squeeze
"Red Hot Chili Peppers, The",Under The Bridge
Red Hot Chili Pepppers,Otherside
Red Hot Chilli Peppers,By The Way
Red Hot Chilli Peppers,Californication
Red Hot Chilli Peppers,Dani California
Red Hot Chilli Peppers,Fortune Faded
Red Hot Chilli Peppers,Snow (Hey Oh)
Red Hot Chilli Peppers,Tell Me Baby
Red Hot Chilli Peppers,Under The Bridge
"Red Hot Chilli Peppers, The",Tell Me Baby
Red Hot Clili Peppers,Around The World
Red Hot Clili Peppers,Give It Away
Red Hot Clili Peppers,Love Rollercoaster
Red Hot Clili Peppers,Scar Tissue
Red Hot Clili Peppers,Soul To Squeeze
Red Hot Clili Peppers,Under The Bridge
Red Jumpsuit Apparatus,Face Down
Red Jumpsuit Apparatus,Pen & Paper
Red Jumpsuit Apparatus,Pen & Paper (Vocal)
Red Jumpsuit Apparatus,Your Guardian Angel
Red Jumpsuit Apparatus,Your Guardian Angel (Vocal)
Red Jumpsuit Apparatus,Your Guardian Angel Wvocal
Red Jumpsuit Apparatus Wvocal,Your Guardian Angel
"Red Jumpsuit Apparatus, The",Pen & Paper
"Red Jumpsuit Apparatus, The",Pen And Paper
"Red Jumpsuit Apparatus, The Wvocal",Pen & Paper
Red Peters,Ballad Of A Dog Named Stains
Red Peters,You Ain't Gettin Shit For Christmas
Red Peters,You Promised Me The Moon (But I Preferred Uranus)
Red Red Wine,"Diamond, Neil"
Red Rider,Lunatic Fringe
Red Sovine,Teddy Bear
Red White And Blue,Lynyrd Skynrd
Redbone,Come & Get Your Love
Redbone,Come & Get Your Love (Vocal)
Redbone,Come And Get Your Love
Redbone,Witch Queen Of New Orleans
"Redd, Sharon",Can You Handle It
"Redding, Otis","Dock Of The Bay, The (Sittin' On)"
"Redding, Otis","Dock Of The Bay, The"
"Redding, Otis","Happy Song, The"
"Redding, Otis",(Sittin' On) The Dock Of The Bay
"Redding, Otis",(Sitting On The) Dock Of The Bay
"Redding, Otis",Can't Turn You Loose (Live Version)
"Redding, Otis",Dock Of The Bay
"Redding, Otis",Dreams To Remember
"Redding, Otis",FA FA FA SAD SONG
"Redding, Otis",Fa Fa Fa Fa Fa
"Redding, Otis",Fa Fa Fa Fa Fa (Sad Song)
"Redding, Otis",Fa-Fa-Fa-Fa-Fa (Sad Song)
"Redding, Otis",Hard To Handle
"Redding, Otis",I Can't Turn You Loose
"Redding, Otis",I've Been Loving You So Long
"Redding, Otis",I've Been Loving You Too Long
"Redding, Otis",I've Got Dreams To Remember
"Redding, Otis",Love Man
"Redding, Otis",Lover's Prayer
"Redding, Otis",Mr. Pitiful
"Redding, Otis",Papa's Got A Brand New Bag
"Redding, Otis",Respect
"Redding, Otis",Shake
"Redding, Otis",Sittin On The Dock Of The Bay
"Redding, Otis",Sittin' On The Dock Of The Bay
"Redding, Otis",Sittin' On The Dock Of The Bay (Vocal)
"Redding, Otis",Sitting On The Dock Of The Bay
"Redding, Otis",These Arms Of Mine
"Redding, Otis",Tramp
"Redding, Otis",Try A Little Tenderness
"Redding, Otis",Try A Llittle Tenderness
"Redding, Ottis",Sittin' On The Dock Of The Bay
"REDDING,OTIS",Dock Of The Bay
Reddmann,Chasin That Neon Reindeer
Reddmann,Chasin' That Neon Reindeer
"Reddy, Helen",Ain’t No Way To Treat A Lady
"Reddy, Helen",Ain't No Way To Treat A Lady
"Reddy, Helen",Angie Baby
"Reddy, Helen",Angie Baby (Vocal)
"Reddy, Helen",Delta Dawn
"Reddy, Helen",I Am Woman
"Reddy, Helen",I Don't Know How To Love Him
"Reddy, Helen",Leave Me Alone
"Reddy, Helen",You & Me Against The World
"Reddy, Helen",You And Me Against The World
Redemption,3Rd Strike
Redgum,I Was Only 19
Redman & Method Man,How High
Redman & Vale,If I Had A Nickel
Redman & Vale,In The Name Of Love
Redman & Vale,Squeezin' The Love Outta You
"Redman, Rodney",These Days
Redmon & Vale,If I Had A Nickel (One Thin Dime)
Redmon & Vale,Squeezing The Love Outta You
Redneck Love,"Bellamy Brothers, The"
REDNEX,Cotton Eye Joe
Rednex,Cotton Eye Joe
Rednex,Cotton Eyed Joe
Rednex,Wish You Were Here
"Rednex, The",Cotton Eye Joe
Reece Mastin,Shout It Out
Reece Mastin,Shut Up And Kiss Me
"Reed, Jerry","Bird, The"
"Reed, Jerry","Lord, Mr. Ford"
"Reed, Jerry","Od Woman's Love, A"
"Reed, Jerry","She Got The Gold Mine, I Got The Shaft"
"Reed, Jerry","She Got The Goldmine, I Got The Shaft"
"Reed, Jerry","When You're Hot, You're Hot"
"Reed, Jerry",Amos Moses
"Reed, Jerry",Christmas Time's A Comin'
"Reed, Jerry",East Bound & Down
"Reed, Jerry",East Bound And Down
"Reed, Jerry",Eastbound And Down
"Reed, Jerry",Good Woman's Love
"Reed, Jerry",I Love You What Can I Say
"Reed, Jerry",Lord Mr Ford
"Reed, Jerry",She Got The Goldmine
"Reed, Jerry",She Got The Goldmine (I Got The Shaft)
"Reed, Jerry",She Got The Goldmine (Vocal)
"Reed, Jimmy",Big Boss Man
"Reed, Jimmy",Bright Lights Big City
"Reed, Jimmy",Hide & Seek
"Reed, Jimmy",You Got Me Running
"Reed, John",Beauty In Disguise
"Reed, Lou",Perfect Day
"Reed, Lou",Satellite Of Love
"Reed, Lou",Sweet Jane
"Reed, Lou",Vicious
"Reed, Lou",Walk On The Wild Side
Reef,I Got Something To Say
Reef,Place Your Hands
Reel Big Fish,Nothin' But A Good Time
Reel Big Fish,Take On Me
"Reese, Della",S'Wonderful
"Reese, Della",S'wonderful
"Reese, Della",Walk With You
"Reese, Della",Walk With You (Touched By An Angel)
"Reese, Della & The Verity All Stars",Walk With You
"Reese, Della & The Verity All-Stars",Walk With You
Reeves & Cline,Distant Drums
Reeves & Cline,Have You Ever Been Lonely
Reeves & Mortimer,I'm A Believer
"Reeves, Connor",Earthbound
"Reeves, Connor",My Father's Son
"Reeves, Connor",Read My Mind
"Reeves, Del",Girl On The Billboard
"Reeves, Jim","One Has My Name, One Has My Heart"
"Reeves, Jim",Adios Amigo
"Reeves, Jim",Am I Losing You
"Reeves, Jim",Anna Marie
"Reeves, Jim",Billy Bayou
"Reeves, Jim",Bimbo
"Reeves, Jim",Blue Boy
"Reeves, Jim",Blue Side Of Lonesome
"Reeves, Jim",But You Love Me Daddy
"Reeves, Jim",Dear Hearts And Gentle People
"Reeves, Jim",Distant Drums
"Reeves, Jim",Four Walls
"Reeves, Jim",Have I Told You Lately
"Reeves, Jim",He’ll Have To Go
"Reeves, Jim",He'll Have To Go
"Reeves, Jim",He'll Have To Go1
"Reeves, Jim",Home
"Reeves, Jim",I Guess I'm Crazy
"Reeves, Jim",I Love You Because
"Reeves, Jim",I Won't Come In While He's There
"Reeves, Jim",I Won't Forget You
"Reeves, Jim",I'll Fly Away
"Reeves, Jim",I'm Gettin' Better
"Reeves, Jim",I'm Gonna Change Everything
"Reeves, Jim",Is It Really Over
"Reeves, Jim",It Hurts So Much
"Reeves, Jim",Mexican Joe
"Reeves, Jim",Missin' You
"Reeves, Jim",Missing You
"Reeves, Jim",Moonlight & Roses
"Reeves, Jim",Moonlight And Roses
"Reeves, Jim",Not Until The Next Time
"Reeves, Jim",Old Christmas Card
